,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
985,School of Engineering,CSD,2016,[],[],[],[],"[""'ADP112'"", "" 'ECO101'""]","[""'A-'"", "" 'B'""]","["" 'ADP101'"", "" 'ADP100'""]","["" 'A-'"", "" 'B'""]",,,,,,,,
986,School of Engineering,EED,2016,[],[],[],[],"["" 'CED202'""]","["" 'C-'""]","["" 'MAT160'"", "" 'CED207'""]","["" 'B'"", "" 'B-'""]",,,,,,,,
987,School of Engineering,MED,2016,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'B'""]","[""'EED202'""]","[""'B-'""]","["" 'EED203'""]","["" 'B'""]",,,,,,,,
988,School of Engineering,MED,2016,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'A-'""]","[""'EED202'""]","[""'B-'""]","["" 'EED203'""]","["" 'A'""]",,,,,,,,
989,School of Natural Sciences,BIO,2016,[],[],[],[],"["" 'CHY213'""]","["" 'B'""]","["" 'CHY352'""]","["" 'A'""]",,,,,,,,
990,School of Engineering,CSD,2016,[],[],"["" 'MAT104'""]","["" 'C-'""]",,,,,,,,,,,,
991,School of Engineering,MED,2016,"["" 'MAT201'""]","["" 'B-'""]","["" 'PHY102'""]","["" 'C'""]",[],[],"["" 'ECO101'"", "" 'BIO310'""]","["" 'B-'"", "" 'A-'""]",,,,,,,,
992,School of Engineering,EED,2016,[],[],[],[],,,,,,,,,,,,
993,School of Engineering,MED,2016,"["" 'MAT201'""]","["" 'B'""]","[""'PHY102'""]","[""'A-'""]","["" 'EED202'""]","["" 'B'""]","["" 'EED203'""]","["" 'B'""]",,,,,,,,
994,School of Humanities & Soc Sci,SOC,2016,[],[],"[""'HIS209'"", "" 'HIS208'""]","[""'B-'"", "" 'C-'""]",[],[],"[""'HIS104'"", "" 'ADP100'""]","[""'D'"", "" 'B'""]",,,,,,,,
995,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
996,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
997,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C-'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
998,School of Engineering,CHD,2017,"[""'CHY111'"", "" 'MED104'"", "" 'MAT103'""]","[""'B'"", "" 'B-'"", "" 'C-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
999,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1000,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1001,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B-'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1002,School of Natural Sciences,MAT,2017,[],[],"["" 'ECO101'""]","["" 'B'""]",,,,,,,,,,,,
1003,School of Mgnt & Entrepre,BMS,2017,"[""'DOM103'"", "" 'OHM103'"", "" 'STM103'""]","[""'A'"", "" 'A'"", "" 'B'""]","["" 'MEC102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MGT102'""]","["" 'B'"", "" 'C'"", "" 'A'"", "" 'A'""]",,,,,,,,,,,,
1004,School of Mgnt & Entrepre,BMS,2017,"[""'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","[""'B'"", "" 'B'"", "" 'B-'""]","[""'MEC102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MGT102'""]","[""'B'"", "" 'B-'"", "" 'B'"", "" 'B'""]",,,,,,,,,,,,
1005,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'IRG207'""]","[""'A'""]",,,,,,,,,,,,
1006,School of Mgnt & Entrepre,BMS,2017,"["" 'STM103'"", "" 'OHM103'"", "" 'DOM103'""]","["" 'A-'"", "" 'A'"", "" 'A'""]","["" 'MEC102'"", "" 'MGT102'"", "" 'ISM101'""]","["" 'A'"", "" 'A-'"", "" 'A'""]",,,,,,,,,,,,
1007,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1008,School of Natural Sciences,PHY,2017,[],[],"[""'MAT184'"", "" 'MAT160'""]","[""'A'"", "" 'B-'""]",,,,,,,,,,,,
1009,School of Humanities & Soc Sci,ENG,2017,"["" 'DOM103'""]","["" 'D'""]","["" 'MAT084'""]","["" 'B'""]",,,,,,,,,,,,
1010,School of Engineering,CED,2017,"["" 'MAT103'"", "" 'MED104'""]","["" 'C-'"", "" 'B-'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1011,School of Mgnt & Entrepre,BMS,2017,"["" 'OHM103'"", "" 'STM103'"", "" 'DOM103'""]","["" 'A-'"", "" 'B-'"", "" 'B'""]","[""'MEC102'"", "" 'MGT102'"", "" 'ISM101'"", "" 'MKT201'""]","[""'A-'"", "" 'B'"", "" 'A'"", "" 'B-'""]",,,,,,,,,,,,
1012,School of Mgnt & Entrepre,BMS,2017,"["" 'OHM103'"", "" 'STM103'"", "" 'DOM103'""]","["" 'A-'"", "" 'B-'"", "" 'A-'""]","[""'BIO307'"", "" 'MGT102'"", "" 'MEC102'"", "" 'ISM101'""]","[""'B-'"", "" 'B-'"", "" 'A-'"", "" 'C'""]",,,,,,,,,,,,
1013,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1014,School of Humanities & Soc Sci,HIS,2017,[],[],"["" 'ADP101'""]","["" 'B-'""]",,,,,,,,,,,,
1015,School of Humanities & Soc Sci,ENG,2017,"["" 'DOM103'""]","["" 'C'""]",[],[],,,,,,,,,,,,
1016,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'C'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1017,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'D'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'C-'"", "" 'B-'""]",,,,,,,,,,,,
1018,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1019,School of Natural Sciences,PHY,2017,[],[],"[""'MAT184'""]","[""'B'""]",,,,,,,,,,,,
1020,School of Natural Sciences,PHY,2017,[],[],"["" 'MAT184'""]","["" 'B-'""]",,,,,,,,,,,,
1021,School of Natural Sciences,PHY,2017,[],[],"[""'MAT110'"", "" 'MAT184'""]","[""'A-'"", "" 'B'""]",,,,,,,,,,,,
1022,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1023,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A-'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1024,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1025,School of Engineering,CED,2017,"["" 'MED104'"", "" 'MAT103'""]","["" 'B-'"", "" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1026,School of Natural Sciences,PHY,2017,[],[],"[""'MAT184'"", "" 'MAT110'""]","[""'B'"", "" 'B'""]",,,,,,,,,,,,
1027,School of Mgnt & Entrepre,BMS,2017,"["" 'OHM103'"", "" 'STM103'"", "" 'DOM103'""]","["" 'B'"", "" 'A-'"", "" 'C'""]","[""'ISM101'"", "" 'MEC102'"", "" 'MGT102'"", "" 'MKT201'""]","[""'B'"", "" 'B'"", "" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1028,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1029,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'C'""]","["" 'MAT104'""]","["" 'C'""]",,,,,,,,,,,,
1030,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'A-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1031,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A-'""]","[""'SOC203'"", "" 'MAT104'""]","[""'B'"", "" 'C'""]",,,,,,,,,,,,
1032,School of Natural Sciences,BIO,2017,[],[],"[""'CHY122'""]","[""'B'""]",,,,,,,,,,,,
1033,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1034,School of Natural Sciences,CHY,2017,[],[],"["" 'PHY104'"", "" 'HIS209'"", "" 'BIO113'"", "" 'MAT102'""]","["" 'B'"", "" 'A-'"", "" 'A-'"", "" 'C-'""]",,,,,,,,,,,,
1035,School of Engineering,CED,2017,"[""'MED104'"", "" 'MAT103'""]","[""'B-'"", "" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1036,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1037,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1038,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'C-'""]","[""'PHY102'"", "" 'MAT104'""]","[""'D'"", "" 'B-'""]",,,,,,,,,,,,
1039,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1040,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1041,School of Natural Sciences,BIO,2017,[],[],"[""'CHY122'""]","[""'C'""]",,,,,,,,,,,,
1042,School of Humanities & Soc Sci,ECO,2017,[],[],[],[],,,,,,,,,,,,
1043,School of Humanities & Soc Sci,SOC,2017,[],[],"["" 'HIS208'""]","["" 'B-'""]",,,,,,,,,,,,
1044,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1045,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1046,School of Engineering,CSD,2017,"["" 'CED103'"", "" 'MAT103'"", "" 'MED104'""]","["" 'B'"", "" 'B'"", "" 'A'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1047,School of Engineering,CHD,2017,"["" 'CHY111'"", "" 'MAT103'"", "" 'MED104'""]","["" 'B'"", "" 'C'"", "" 'B-'""]","[""'MAT104'""]","[""'C'""]",,,,,,,,,,,,
1048,School of Humanities & Soc Sci,HIS,2017,[],[],"[""'ENG142'""]","[""'C'""]",,,,,,,,,,,,
1049,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1050,School of Engineering,CHD,2017,"["" 'MAT103'"", "" 'CHY111'"", "" 'MED104'""]","["" 'B-'"", "" 'B'"", "" 'C-'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
1051,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'A-'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1052,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'FAC202'""]","[""'B-'""]",,,,,,,,,,,,
1053,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A-'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1054,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1055,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1056,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1057,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1058,School of Natural Sciences,MAT,2017,[],[],"["" 'HIS208'""]","["" 'B'""]",,,,,,,,,,,,
1059,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1060,School of Mgnt & Entrepre,BMS,2017,"["" 'OHM103'"", "" 'DOM103'"", "" 'STM103'""]","["" 'B-'"", "" 'D'"", "" 'C'""]","[""'MEC102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MGT102'""]","[""'B'"", "" 'C'"", "" 'B-'"", "" 'B-'""]",,,,,,,,,,,,
1061,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1062,School of Engineering,CHD,2017,"[""'CHY111'"", "" 'MED104'"", "" 'MAT103'""]","[""'B'"", "" 'B-'"", "" 'B-'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1063,School of Humanities & Soc Sci,ENG,2017,"["" 'IRG107'""]","["" 'B'""]","["" 'HIS103'""]","["" 'A-'""]",,,,,,,,,,,,
1064,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'C'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'B'"", "" 'B'""]",,,,,,,,,,,,
1065,School of Natural Sciences,PHY,2017,[],[],"["" 'MED205'"", "" 'MED101'"", "" 'MAT110'""]","["" 'B'"", "" 'A-'"", "" 'B-'""]",,,,,,,,,,,,
1066,School of Engineering,MED,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'B'"", "" 'C'""]",,,,,,,,,,,,
1067,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1068,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'"", "" 'PHY102'""]","[""'A-'"", "" 'B'""]",,,,,,,,,,,,
1069,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT184'"", "" 'MAT104'""]","["" 'B'"", "" 'A-'""]",,,,,,,,,,,,
1070,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'C-'""]","["" 'MAT104'""]","["" 'R'""]",,,,,,,,,,,,
1071,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1072,School of Humanities & Soc Sci,SOC,2017,[],[],"[""'HIS210'"", "" 'HIS208'""]","[""'D'"", "" 'D'""]",,,,,,,,,,,,
1073,School of Humanities & Soc Sci,ENG,2017,[],[],"[""'MAT084'""]","[""'C'""]",,,,,,,,,,,,
1074,School of Humanities & Soc Sci,ENG,2017,"["" 'DOM103'""]","["" 'C-'""]",[],[],,,,,,,,,,,,
1075,School of Natural Sciences,CHY,2017,[],[],"[""'PHY104'"", "" 'BIO113'"", "" 'MAT102'""]","[""'B-'"", "" 'B'"", "" 'D'""]",,,,,,,,,,,,
1076,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1077,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'B'"", "" 'B-'""]",,,,,,,,,,,,
1078,School of Engineering,ECE,2017,"[""'MED105'"", "" 'MED104'"", "" 'MAT103'""]","[""'A-'"", "" 'A'"", "" 'A-'""]","[""'MED101'"", "" 'MAT104'""]","[""'A-'"", "" 'A-'""]",,,,,,,,,,,,
1079,School of Engineering,ECE,2017,"[""'MAT103'"", "" 'CHY111'"", "" 'MED104'""]","[""'B'"", "" 'B'"", "" 'B'""]","["" 'MED101'"", "" 'MAT104'""]","["" 'A-'"", "" 'A-'""]",,,,,,,,,,,,
1080,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1081,School of Engineering,CHD,2017,"[""'MAT103'"", "" 'CHY111'"", "" 'MED104'""]","[""'B'"", "" 'A'"", "" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1082,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1083,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'C'""]",,,,,,,,,,,,
1084,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1085,School of Natural Sciences,PHY,2017,[],[],"[""'MAT184'"", "" 'MAT110'""]","[""'B-'"", "" 'C'""]",,,,,,,,,,,,
1086,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'MAT110'""]","[""'D'""]",,,,,,,,,,,,
1087,School of Mgnt & Entrepre,BMS,2017,"["" 'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","["" 'B-'"", "" 'D'"", "" 'B-'""]","[""'MEC102'"", "" 'MGT102'"", "" 'MKT201'"", "" 'ISM101'""]","[""'C-'"", "" 'B-'"", "" 'C-'"", "" 'B-'""]",,,,,,,,,,,,
1088,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1089,School of Engineering,CHD,2017,"["" 'MED104'"", "" 'MAT103'"", "" 'CHY111'""]","["" 'C'"", "" 'C-'"", "" 'B-'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
1090,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'B'""]",,,,,,,,,,,,
1091,School of Humanities & Soc Sci,HIS,2017,[],[],"["" 'IRG202'""]","["" 'A-'""]",,,,,,,,,,,,
1092,School of Humanities & Soc Sci,SOC,2017,[],[],"[""'HIS103'""]","[""'B-'""]",,,,,,,,,,,,
1093,School of Natural Sciences,CHY,2017,"[""'MAT103'""]","[""'C'""]","[""'PHY104'"", "" 'MAT104'"", "" 'BIO113'""]","[""'B-'"", "" 'B-'"", "" 'B-'""]",,,,,,,,,,,,
1094,School of Engineering,EED,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1095,School of Engineering,MED,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'B'"", "" 'C-'""]",,,,,,,,,,,,
1096,School of Engineering,MED,2017,"[""'MAT103'""]","[""'C'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'B-'"", "" 'C'""]",,,,,,,,,,,,
1097,School of Engineering,EED,2017,"[""'MAT103'"", "" 'MED104'"", "" 'MED105'""]","[""'C'"", "" 'A-'"", "" 'C'""]","[""'MAT104'"", "" 'MED101'""]","[""'A-'"", "" 'A'""]",,,,,,,,,,,,
1098,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1099,School of Engineering,CHD,2017,"["" 'MAT103'"", "" 'CHY111'"", "" 'MED104'""]","["" 'B-'"", "" 'B'"", "" 'A-'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
1100,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1101,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1102,School of Mgnt & Entrepre,BMS,2017,"[""'STM103'"", "" 'OHM103'"", "" 'DOM103'""]","[""'B'"", "" 'B'"", "" 'D'""]","["" 'MGT102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MEC102'""]","["" 'B'"", "" 'C-'"", "" 'B-'"", "" 'B-'""]",,,,,,,,,,,,
1103,School of Engineering,EED,2017,"[""'MAT103'""]","[""'C'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1104,School of Engineering,CED,2017,"[""'MAT103'"", "" 'MED104'""]","[""'B-'"", "" 'C-'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1105,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1106,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'B-'""]",,,,,,,,,,,,
1107,School of Natural Sciences,CHY,2017,"[""'PHY101'"", "" 'MAT103'"", "" 'EED103'"", "" 'CSD101'""]","[""'B-'"", "" 'B'"", "" 'C'"", "" 'C'""]","[""'BIO113'"", "" 'MAT104'"", "" 'PHY102'""]","[""'C-'"", "" 'B-'"", "" 'B'""]",,,,,,,,,,,,
1108,School of Mgnt & Entrepre,BMS,2017,"["" 'DOM103'"", "" 'STM103'"", "" 'OHM103'""]","["" 'C'"", "" 'B'"", "" 'A-'""]","["" 'BIO307'"", "" 'MGT102'"", "" 'MEC102'"", "" 'ISM101'""]","["" 'B'"", "" 'B'"", "" 'B'"", "" 'B'""]",,,,,,,,,,,,
1109,School of Natural Sciences,BIO,2017,[],[],"[""'CHY122'""]","[""'A'""]",,,,,,,,,,,,
1110,School of Humanities & Soc Sci,ECO,2017,[],[],[],[],,,,,,,,,,,,
1111,School of Humanities & Soc Sci,HIS,2017,[],[],"[""'SOC103'""]","[""'A-'""]",,,,,,,,,,,,
1112,School of Engineering,CHD,2017,"[""'MAT103'"", "" 'CHY111'"", "" 'MED104'""]","[""'B'"", "" 'A'"", "" 'A'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
1113,School of Humanities & Soc Sci,SOC,2017,[],[],"[""'BIO307'""]","[""'A-'""]",,,,,,,,,,,,
1114,School of Mgnt & Entrepre,BMS,2017,"[""'DOM103'"", "" 'STM103'"", "" 'OHM103'""]","[""'B-'"", "" 'B'"", "" 'B-'""]","[""'MEC102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MGT102'""]","[""'B'"", "" 'C'"", "" 'B-'"", "" 'B'""]",,,,,,,,,,,,
1115,School of Natural Sciences,PHY,2017,[],[],"["" 'MAT184'""]","["" 'B'""]",,,,,,,,,,,,
1116,School of Engineering,MED,2017,"[""'MAT103'""]","[""'B-'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'B'"", "" 'B'""]",,,,,,,,,,,,
1117,School of Engineering,CED,2017,"["" 'MED104'"", "" 'MAT103'""]","["" 'C'"", "" 'C'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1118,School of Natural Sciences,PHY,2017,[],[],"[""'MAT184'"", "" 'MAT160'""]","[""'B'"", "" 'B'""]",,,,,,,,,,,,
1119,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1120,School of Humanities & Soc Sci,SOC,2017,[],[],[],[],,,,,,,,,,,,
1121,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1122,School of Natural Sciences,PHY,2017,[],[],"["" 'MAT110'"", "" 'MAT184'""]","["" 'A'"", "" 'A'""]",,,,,,,,,,,,
1123,School of Natural Sciences,BIO,2017,[],[],"[""'CHY122'""]","[""'C-'""]",,,,,,,,,,,,
1124,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'C'""]","[""'MAT104'"", "" 'PHY102'""]","[""'A'"", "" 'B-'""]",,,,,,,,,,,,
1125,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'A'"", "" 'A'""]",,,,,,,,,,,,
1126,School of Engineering,MED,2017,"[""'MAT103'""]","[""'A-'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'B'"", "" 'A-'""]",,,,,,,,,,,,
1127,School of Engineering,CED,2017,"["" 'MAT103'"", "" 'EED103'""]","["" 'B'"", "" 'A'""]","[""'MAT104'"", "" 'EED102'"", "" 'CSD201'""]","[""'A'"", "" 'A'"", "" 'B-'""]",,,,,,,,,,,,
1128,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1129,School of Humanities & Soc Sci,ENG,2017,[],[],[],[],,,,,,,,,,,,
1130,School of Mgnt & Entrepre,BMS,2017,"[""'OHM103'"", "" 'STM103'"", "" 'DOM103'""]","[""'A'"", "" 'A-'"", "" 'B-'""]","[""'MEC102'"", "" 'ISM101'"", "" 'MKT201'"", "" 'MGT102'""]","[""'B-'"", "" 'C'"", "" 'C'"", "" 'A'""]",,,,,,,,,,,,
1131,School of Engineering,EED,2017,"[""'MAT103'""]","[""'C'""]","["" 'MAT104'""]","["" 'C'""]",,,,,,,,,,,,
1132,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1133,School of Humanities & Soc Sci,ENG,2017,"["" 'DOM103'""]","["" 'D'""]","["" 'HIS103'""]","["" 'C'""]",,,,,,,,,,,,
1134,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1135,School of Engineering,CHD,2017,"["" 'CHY111'"", "" 'MED104'"", "" 'MAT103'""]","["" 'B-'"", "" 'A'"", "" 'C-'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1136,School of Engineering,EED,2017,"[""'MAT103'""]","[""'C-'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1137,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1138,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1139,School of Engineering,MED,2017,"[""'MAT103'""]","[""'C-'""]","[""'PHY102'"", "" 'MAT104'""]","[""'C-'"", "" 'B-'""]",,,,,,,,,,,,
1140,School of Natural Sciences,CHY,2017,"["" 'MAT103'""]","["" 'D'""]","["" 'MAT104'"", "" 'PHY104'"", "" 'BIO113'""]","["" 'C-'"", "" 'D'"", "" 'C-'""]",,,,,,,,,,,,
1141,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B-'""]","[""'PHY102'"", "" 'MAT104'""]","[""'A-'"", "" 'A-'""]",,,,,,,,,,,,
1142,School of Engineering,CED,2017,"["" 'MAT103'"", "" 'MED104'""]","["" 'B-'"", "" 'B-'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1143,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'A'""]",,,,,,,,,,,,
1144,School of Natural Sciences,PHY,2017,"[""'MAT103'""]","[""'C'""]","[""'CHY142'"", "" 'CHY122'"", "" 'MAT104'""]","[""'B'"", "" 'B-'"", "" 'C'""]",,,,,,,,,,,,
1145,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'"", "" 'ECO101'""]","[""'A'"", "" 'A'""]",,,,,,,,,,,,
1146,School of Natural Sciences,PHY,2017,"[""'ENG141'""]","[""'B'""]","[""'CHY122'"", "" 'CHY142'""]","[""'B'"", "" 'A-'""]",,,,,,,,,,,,
