,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
1147,School of Natural Sciences,PHY,2017,[],[],"[""'IRG204'""]","[""'A'""]",,,,,,,,,,,,
1148,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'C'""]",,,,,,,,,,,,
1149,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C-'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1150,School of Humanities & Soc Sci,ENG,2017,[],[],"["" 'BIO307'"", "" 'HIS103'""]","["" 'B-'"", "" 'B'""]",,,,,,,,,,,,
1151,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1152,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1153,School of Humanities & Soc Sci,ENG,2017,[],[],"["" 'SOC221'"", "" 'HIS210'""]","["" 'A-'"", "" 'D'""]",,,,,,,,,,,,
1154,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'B-'""]","["" 'SOC221'""]","["" 'B'""]",,,,,,,,,,,,
1155,School of Humanities & Soc Sci,HIS,2017,[],[],[],[],,,,,,,,,,,,
1156,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'SOC216'"", "" 'FAC202'""]","[""'B-'"", "" 'D'""]",,,,,,,,,,,,
1157,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'B'"", "" 'B'""]",,,,,,,,,,,,
1158,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'A-'""]",,,,,,,,,,,,
1159,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'HIS103'"", "" 'IRG207'""]","[""'B'"", "" 'C'""]",,,,,,,,,,,,
1160,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'HIS103'""]","[""'C'""]",,,,,,,,,,,,
1161,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1162,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1163,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1164,School of Humanities & Soc Sci,ENG,2017,"[""'HIS101'""]","[""'B-'""]","[""'BIO309'""]","[""'B'""]",,,,,,,,,,,,
1165,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'A-'""]","["" 'HIS103'""]","["" 'A'""]",,,,,,,,,,,,
1166,School of Engineering,EED,2017,"[""'MAT103'""]","[""'C-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1167,School of Natural Sciences,MAT,2017,[],[],"["" 'ECO101'""]","["" 'B'""]",,,,,,,,,,,,
1168,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1169,School of Engineering,EED,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1170,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'A'""]","["" 'CSD101'""]","["" 'A'""]",,,,,,,,,,,,
1171,School of Natural Sciences,PHY,2017,[],[],"["" 'MAT184'""]","["" 'B'""]",,,,,,,,,,,,
1172,School of Engineering,CHD,2017,"["" 'MAT103'"", "" 'CHY111'"", "" 'MED104'""]","["" 'C-'"", "" 'B'"", "" 'B'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
1173,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1174,School of Natural Sciences,PHY,2017,[],[],"["" 'MAT160'""]","["" 'C'""]",,,,,,,,,,,,
1175,School of Engineering,EED,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1176,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1177,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1178,School of Natural Sciences,CHY,2017,"[""'MAT103'""]","[""'D'""]","["" 'PHY104'"", "" 'MAT104'"", "" 'BIO310'""]","["" 'D'"", "" 'C-'"", "" 'C-'""]",,,,,,,,,,,,
1179,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'A-'""]","[""'PHY102'"", "" 'MAT104'""]","[""'B'"", "" 'A-'""]",,,,,,,,,,,,
1180,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1181,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1182,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1183,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'C'""]","["" 'HIS103'""]","["" 'B-'""]",,,,,,,,,,,,
1184,School of Mgnt & Entrepre,BMS,2017,"["" 'DOM103'"", "" 'STM103'"", "" 'OHM103'""]","["" 'A'"", "" 'A'"", "" 'A'""]","["" 'ISM101'"", "" 'MGT102'"", "" 'BIO307'"", "" 'MEC102'""]","["" 'A'"", "" 'A'"", "" 'A'"", "" 'A-'""]",,,,,,,,,,,,
1185,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'C-'""]",,,,,,,,,,,,
1186,School of Humanities & Soc Sci,SOC,2017,"["" 'ENG141'"", "" 'HIS101'""]","["" 'B'"", "" 'A-'""]","[""'HIS210'"", "" 'ENG143'"", "" 'ENG142'""]","[""'C-'"", "" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1187,School of Engineering,MED,2017,"[""'MAT103'""]","[""'A-'""]","["" 'PHY102'"", "" 'MAT104'""]","["" 'A-'"", "" 'A'""]",,,,,,,,,,,,
1188,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A-'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1189,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'A'""]","["" 'ECO101'"", "" 'MEC102'""]","["" 'C'"", "" 'B'""]",,,,,,,,,,,,
1190,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1191,School of Humanities & Soc Sci,ECO,2017,[],[],"["" 'FAC202'""]","["" 'A-'""]",,,,,,,,,,,,
1192,School of Engineering,CHD,2017,"["" 'MED104'"", "" 'CHY111'"", "" 'MAT103'""]","["" 'A-'"", "" 'A'"", "" 'A'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1193,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1194,School of Mgnt & Entrepre,BMS,2017,"["" 'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","["" 'A-'"", "" 'B-'"", "" 'B'""]","["" 'ISM101'"", "" 'MGT102'"", "" 'MEC102'"", "" 'MKT201'""]","["" 'C'"", "" 'A'"", "" 'B'"", "" 'B'""]",,,,,,,,,,,,
1195,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'ENG142'"", "" 'MAT104'""]","["" 'A'"", "" 'B'""]",,,,,,,,,,,,
1196,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1197,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'IRG207'""]","[""'A-'""]",,,,,,,,,,,,
1198,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'"", "" 'PHY102'""]","[""'A'"", "" 'A'""]",,,,,,,,,,,,
1199,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'IRG202'""]","[""'B-'""]",,,,,,,,,,,,
1200,School of Mgnt & Entrepre,BMS,2017,"[""'OHM103'"", "" 'DOM103'"", "" 'STM103'""]","[""'A-'"", "" 'C'"", "" 'B'""]","[""'MEC102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MGT102'""]","[""'C-'"", "" 'C'"", "" 'B-'"", "" 'B'""]",,,,,,,,,,,,
1201,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1202,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'A-'""]",,,,,,,,,,,,
1203,School of Humanities & Soc Sci,HIS,2017,[],[],"["" 'SOC103'""]","["" 'A-'""]",,,,,,,,,,,,
1204,School of Engineering,MED,2017,"[""'MAT103'""]","[""'A-'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1205,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1206,School of Humanities & Soc Sci,HIS,2017,[],[],"["" 'SOC321'""]","["" 'B'""]",,,,,,,,,,,,
1207,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'C-'""]",[],[],,,,,,,,,,,,
1208,School of Mgnt & Entrepre,BMS,2017,"[""'OHM103'"", "" 'DOM103'"", "" 'STM103'""]","[""'A'"", "" 'B'"", "" 'B'""]","["" 'ISM101'"", "" 'MAT084'"", "" 'MGT102'"", "" 'MEC102'""]","["" 'A'"", "" 'A'"", "" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1209,School of Humanities & Soc Sci,ECO,2017,[],[],[],[],,,,,,,,,,,,
1210,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'HIS103'"", "" 'IRG207'""]","[""'A'"", "" 'A-'""]",,,,,,,,,,,,
1211,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'A'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1212,School of Natural Sciences,PHY,2017,[],[],"["" 'MED101'"", "" 'MAT110'""]","["" 'A-'"", "" 'D'""]",,,,,,,,,,,,
1213,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1214,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS101'""]","["" 'C'""]","["" 'HIS103'""]","["" 'C'""]",,,,,,,,,,,,
1215,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A-'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1216,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1217,School of Natural Sciences,MAT,2017,[],[],"["" 'CHD262'"", "" 'ADP101'""]","["" 'B-'"", "" 'B'""]",,,,,,,,,,,,
1218,School of Engineering,MED,2017,"[""'MAT103'""]","[""'B'""]","[""'MAT104'"", "" 'PHY102'""]","[""'B-'"", "" 'B'""]",,,,,,,,,,,,
1219,School of Mgnt & Entrepre,BMS,2017,"["" 'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","["" 'A-'"", "" 'A'"", "" 'A'""]","[""'MGT102'"", "" 'MEC102'"", "" 'BIO307'"", "" 'ISM101'""]","[""'B'"", "" 'A-'"", "" 'A-'"", "" 'A-'""]",,,,,,,,,,,,
1220,School of Humanities & Soc Sci,SOC,2017,[],[],[],[],,,,,,,,,,,,
1221,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1222,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1223,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1224,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A-'""]","[""'MAT104'"", "" 'ECO101'""]","[""'A-'"", "" 'A-'""]",,,,,,,,,,,,
1225,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","[""'MED101'"", "" 'MAT104'""]","[""'B'"", "" 'A-'""]",,,,,,,,,,,,
1226,School of Natural Sciences,PHY,2017,[],[],"[""'MAT160'"", "" 'MAT110'""]","[""'D'"", "" 'C-'""]",,,,,,,,,,,,
1227,School of Humanities & Soc Sci,ENG,2017,"[""'HIS102'""]","[""'B'""]","["" 'MAT084'"", "" 'ISM101'""]","["" 'B'"", "" 'C'""]",,,,,,,,,,,,
1228,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1229,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1230,School of Engineering,MED,2017,"[""'MAT103'""]","[""'C'""]","[""'SOC103'"", "" 'PHY102'"", "" 'MAT104'""]","[""'A'"", "" 'B-'"", "" 'C'""]",,,,,,,,,,,,
1231,School of Humanities & Soc Sci,ECO,2017,[],[],[],[],,,,,,,,,,,,
1232,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1233,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'B'""]",,,,,,,,,,,,
1234,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1235,School of Humanities & Soc Sci,SOC,2017,[],[],"["" 'BIO106'"", "" 'HIS104'"", "" 'MED101'""]","["" 'B'"", "" 'B'"", "" 'A-'""]",,,,,,,,,,,,
1236,School of Engineering,CSD,2017,"["" 'EED103'"", "" 'MAT103'""]","["" 'A'"", "" 'A'""]","["" 'MAT104'"", "" 'EED102'""]","["" 'A-'"", "" 'B-'""]",,,,,,,,,,,,
1237,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A-'""]","[""'MAT104'""]","[""'B-'""]",,,,,,,,,,,,
1238,School of Humanities & Soc Sci,SOC,2017,[],[],"["" 'IRG202'""]","["" 'B-'""]",,,,,,,,,,,,
1239,School of Engineering,CSD,2017,"[""'MAT103'"", "" 'EED103'""]","[""'A'"", "" 'A'""]","["" 'EED102'"", "" 'MAT104'""]","["" 'B-'"", "" 'A'""]",,,,,,,,,,,,
1240,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'A-'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1241,School of Engineering,MED,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'A'"", "" 'B-'""]",,,,,,,,,,,,
1242,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'IRG207'""]","[""'C'""]",,,,,,,,,,,,
1243,School of Natural Sciences,BIO,2017,"[""'PHY103'"", "" 'PHY105'"", "" 'MAT101'""]","[""'B'"", "" 'A-'"", "" 'C'""]","[""'MAT102'"", "" 'PHY106'"", "" 'PHY104'""]","[""'B-'"", "" 'A'"", "" 'A-'""]",,,,,,,,,,,,
1244,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A-'""]","["" 'MAT104'"", "" 'ADP101'""]","["" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1245,School of Engineering,EED,2017,"[""'MAT103'""]","[""'A-'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1246,School of Engineering,CHD,2017,"["" 'MED104'"", "" 'MAT103'"", "" 'CHY111'""]","["" 'B-'"", "" 'C'"", "" 'B'""]","[""'MAT104'""]","[""'C'""]",,,,,,,,,,,,
1247,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'A-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1248,School of Engineering,EED,2017,"[""'MAT103'""]","[""'A-'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1249,School of Humanities & Soc Sci,ECO,2017,"["" 'HIS204'"", "" 'MAT220'"", "" 'IRG208'""]","["" 'B'"", "" 'A'"", "" 'A-'""]","[""'MAT230'"", "" 'MAT221'"", "" 'MAT110'""]","[""'C'"", "" 'A-'"", "" 'D'""]",,,,,,,,,,,,
1250,School of Engineering,CHD,2017,"["" 'CHY111'"", "" 'MAT103'"", "" 'MED104'""]","["" 'B-'"", "" 'D'"", "" 'B-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1251,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1252,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'B'""]",,,,,,,,,,,,
1253,School of Mgnt & Entrepre,BMS,2017,"["" 'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","["" 'B-'"", "" 'B'"", "" 'A'""]","[""'ISM101'"", "" 'MEC102'"", "" 'MGT102'"", "" 'BIO307'""]","[""'B-'"", "" 'B'"", "" 'B-'"", "" 'A-'""]",,,,,,,,,,,,
1254,School of Natural Sciences,MAT,2017,[],[],"[""'ADP101'"", "" 'CHD262'""]","[""'B'"", "" 'C'""]",,,,,,,,,,,,
1255,School of Engineering,CHD,2017,"["" 'MED104'"", "" 'CHY111'"", "" 'MAT103'""]","["" 'C'"", "" 'B-'"", "" 'D'""]","[""'MAT104'""]","[""'C-'""]",,,,,,,,,,,,
1256,School of Engineering,EED,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1257,School of Engineering,CED,2017,"["" 'MAT103'"", "" 'MED104'""]","["" 'B-'"", "" 'C'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1258,School of Humanities & Soc Sci,ECO,2017,[],[],"[""'IRG202'""]","[""'B'""]",,,,,,,,,,,,
1259,School of Engineering,MED,2017,"[""'MAT103'""]","[""'B-'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'B'"", "" 'B-'""]",,,,,,,,,,,,
1260,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A'""]","["" 'MAT104'""]","["" 'A-'""]",,,,,,,,,,,,
1261,School of Natural Sciences,MAT,2017,[],[],"[""'SOC102'""]","[""'C-'""]",,,,,,,,,,,,
1262,School of Mgnt & Entrepre,BMS,2017,"[""'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","[""'B'"", "" 'C'"", "" 'A'""]","["" 'MKT201'"", "" 'MGT102'"", "" 'ISM101'"", "" 'MAT084'"", "" 'MEC102'""]","["" 'B'"", "" 'A'"", "" 'A-'"", "" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1263,School of Mgnt & Entrepre,BMS,2017,"[""'OHM103'"", "" 'STM103'"", "" 'DOM103'""]","[""'A-'"", "" 'B'"", "" 'A-'""]","[""'MAT084'"", "" 'MGT102'"", "" 'MEC102'"", "" 'ISM101'""]","[""'A-'"", "" 'B'"", "" 'B'"", "" 'B-'""]",,,,,,,,,,,,
1264,School of Humanities & Soc Sci,ECO,2017,[],[],"["" 'FAC202'""]","["" 'A'""]",,,,,,,,,,,,
1265,School of Natural Sciences,MAT,2017,[],[],"[""'HIS208'""]","[""'A-'""]",,,,,,,,,,,,
1266,School of Natural Sciences,PHY,2017,[],[],"["" 'CHY122'"", "" 'CHY142'"", "" 'ADP101'""]","["" 'C-'"", "" 'B-'"", "" 'B'""]",,,,,,,,,,,,
1267,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS102'""]","["" 'B'""]","[""'HIS103'""]","[""'B-'""]",,,,,,,,,,,,
1268,School of Humanities & Soc Sci,ECO,2017,[],[],"["" 'IRG207'"", "" 'HIS103'""]","["" 'A-'"", "" 'A'""]",,,,,,,,,,,,
1269,School of Natural Sciences,PHY,2017,[],[],"[""'HIS209'""]","[""'B-'""]",,,,,,,,,,,,
1270,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'"", "" 'PHY102'""]","[""'B'"", "" 'A-'""]",,,,,,,,,,,,
1271,School of Engineering,MED,2017,"["" 'MAT103'"", "" 'CHY111'""]","["" 'B-'"", "" 'A'""]","[""'MAT104'"", "" 'PHY102'""]","[""'A'"", "" 'B'""]",,,,,,,,,,,,
1272,School of Mgnt & Entrepre,BMS,2017,"[""'STM103'"", "" 'DOM103'"", "" 'OHM103'""]","[""'B'"", "" 'B-'"", "" 'B-'""]","[""'MGT102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'MEC102'""]","[""'A-'"", "" 'B-'"", "" 'B'"", "" 'B-'""]",,,,,,,,,,,,
1273,School of Mgnt & Entrepre,BMS,2017,"[""'STM103'"", "" 'OHM103'"", "" 'DOM103'""]","[""'B'"", "" 'A'"", "" 'B'""]","[""'BIO307'"", "" 'MKT201'"", "" 'MGT102'"", "" 'MEC102'"", "" 'ISM101'""]","[""'B-'"", "" 'C'"", "" 'B'"", "" 'B'"", "" 'B'""]",,,,,,,,,,,,
1274,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","["" 'MAT104'"", "" 'PHY102'""]","["" 'A-'"", "" 'B-'""]",,,,,,,,,,,,
1275,School of Humanities & Soc Sci,SOC,2017,[],[],"[""'HIS104'"", "" 'HIS208'""]","[""'B-'"", "" 'B'""]",,,,,,,,,,,,
1276,School of Mgnt & Entrepre,BMS,2017,"["" 'OHM103'"", "" 'DOM103'"", "" 'STM103'""]","["" 'B'"", "" 'C'"", "" 'B'""]","[""'MKT201'"", "" 'MEC102'"", "" 'ISM101'"", "" 'MGT102'"", "" 'BIO307'""]","[""'B-'"", "" 'A-'"", "" 'B'"", "" 'A-'"", "" 'A'""]",,,,,,,,,,,,
1277,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1278,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","[""'MAT104'""]","[""'A'""]",,,,,,,,,,,,
1279,School of Engineering,ECE,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1280,School of Engineering,EED,2017,"[""'MAT103'""]","[""'B'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
1281,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS102'""]","["" 'A-'""]","["" 'BIO310'""]","["" 'C'""]",,,,,,,,,,,,
1282,School of Engineering,CED,2017,"[""'MAT103'"", "" 'MED104'""]","[""'B'"", "" 'B'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1283,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1284,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'B'""]",,,,,,,,,,,,
1285,School of Engineering,MED,2017,"["" 'MAT103'""]","["" 'B'""]","[""'MAT104'"", "" 'PHY102'""]","[""'B'"", "" 'B-'""]",,,,,,,,,,,,
1286,School of Mgnt & Entrepre,BMS,2017,"["" 'OHM103'"", "" 'DOM103'"", "" 'STM103'""]","["" 'B'"", "" 'B-'"", "" 'B'""]","[""'MEC102'"", "" 'MKT201'"", "" 'ISM101'"", "" 'BIO307'"", "" 'MGT102'""]","[""'B'"", "" 'C'"", "" 'C-'"", "" 'B-'"", "" 'B-'""]",,,,,,,,,,,,
1287,School of Natural Sciences,BIO,2017,[],[],"["" 'CHY122'""]","["" 'A'""]",,,,,,,,,,,,
1288,School of Humanities & Soc Sci,ECO,2017,[],[],"["" 'IRG207'"", "" 'FAC202'"", "" 'MKT201'""]","["" 'A-'"", "" 'B'"", "" 'A-'""]",,,,,,,,,,,,
1289,School of Humanities & Soc Sci,ECO,2017,[],[],"["" 'IRG207'""]","["" 'B'""]",,,,,,,,,,,,
1290,School of Engineering,CHD,2017,"["" 'MED104'"", "" 'MAT103'"", "" 'CHY111'""]","["" 'B'"", "" 'C'"", "" 'A-'""]","[""'MAT104'""]","[""'B'""]",,,,,,,,,,,,
1291,School of Natural Sciences,PHY,2017,[],[],"["" 'HIS209'""]","["" 'B-'""]",,,,,,,,,,,,
1292,School of Mgnt & Entrepre,BMS,2017,"[""'OHM103'"", "" 'STM103'"", "" 'DOM103'""]","[""'B-'"", "" 'C'"", "" 'D'""]","["" 'MGT102'"", "" 'MEC102'"", "" 'ISM101'""]","["" 'C'"", "" 'B'"", "" 'C-'""]",,,,,,,,,,,,
1293,School of Engineering,EED,2017,"["" 'MAT103'""]","["" 'C-'""]","["" 'SOC103'"", "" 'MAT104'""]","["" 'A-'"", "" 'B'""]",,,,,,,,,,,,
1294,School of Natural Sciences,MAT,2017,[],[],[],[],,,,,,,,,,,,
1295,School of Natural Sciences,MAT,2017,[],[],"[""'CHD262'""]","[""'F'""]",,,,,,,,,,,,
1296,School of Natural Sciences,MAT,2017,[],[],"[""'EED363'""]","[""'AP'""]",,,,,,,,,,,,
1297,School of Mgnt & Entrepre,BMS,2017,"["" 'STM103'"", "" 'OHM103'"", "" 'DOM103'""]","["" 'A-'"", "" 'A-'"", "" 'A-'""]","["" 'ISM101'"", "" 'MAT084'"", "" 'MGT102'"", "" 'MEC102'""]","["" 'C'"", "" 'B'"", "" 'B'"", "" 'B'""]",,,,,,,,,,,,
1298,School of Engineering,MED,2017,"[""'MAT103'""]","[""'C-'""]","[""'MAT104'"", "" 'PHY102'""]","[""'A-'"", "" 'B'""]",,,,,,,,,,,,
1299,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'B-'""]","[""'ENG142'"", "" 'MAT104'""]","[""'C-'"", "" 'B-'""]",,,,,,,,,,,,
1300,School of Mgnt & Entrepre,BMS,2017,"[""'DOM103'"", "" 'OHM103'"", "" 'STM103'""]","[""'B-'"", "" 'A-'"", "" 'B'""]","["" 'MEC102'"", "" 'MGT102'"", "" 'ISM101'"", "" 'MKT201'""]","["" 'B-'"", "" 'B'"", "" 'C'"", "" 'B-'""]",,,,,,,,,,,,
1301,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS102'""]","["" 'A-'""]","["" 'BIO307'""]","["" 'C'""]",,,,,,,,,,,,
1302,School of Engineering,CSD,2017,"[""'MAT103'""]","[""'A'""]","["" 'MAT104'""]","["" 'A'""]",,,,,,,,,,,,
1303,School of Engineering,CED,2017,"["" 'MAT103'"", "" 'MED104'""]","["" 'B'"", "" 'B-'""]","["" 'MAT104'""]","["" 'B'""]",,,,,,,,,,,,
1304,School of Humanities & Soc Sci,ENG,2017,"["" 'HIS102'""]","["" 'C'""]","[""'HIS210'"", "" 'HIS103'""]","[""'D'"", "" 'B'""]",,,,,,,,,,,,
1305,School of Engineering,CSD,2017,"["" 'MAT103'""]","["" 'A-'""]","["" 'MAT104'"", "" 'SOC103'""]","["" 'A-'"", "" 'A'""]",,,,,,,,,,,,
1306,School of Engineering,ECE,2017,"["" 'MAT103'""]","["" 'B-'""]","["" 'MAT104'""]","["" 'B-'""]",,,,,,,,,,,,
